generation,best_fitness,avg_fitness,worst_fitness
1,69.91239929199219,78.9395980834961,89.85862731933594
2,69.91239929199219,77.23146057128906,90.30316162109375
3,69.91239929199219,75.78351593017578,82.65930938720703
4,69.91239929199219,75.81133270263672,82.53286743164062
5,68.18429565429688,75.94796752929688,88.26348114013672
6,68.18429565429688,75.5844497680664,82.89215850830078
7,68.18429565429688,74.96649169921875,81.67420959472656
8,68.18429565429688,75.40022277832031,91.5033187866211
9,68.18429565429688,76.06787872314453,86.54498291015625
10,68.18429565429688,76.25695037841797,88.48206329345703
11,68.18429565429688,76.4621353149414,85.16033935546875
12,68.18429565429688,77.18146514892578,88.73971557617188
13,68.18429565429688,76.63909149169922,87.856689453125
14,68.18429565429688,76.70799255371094,87.73656463623047
15,68.18429565429688,76.44181823730469,84.60846710205078
16,68.18429565429688,76.06861877441406,88.34391021728516
17,68.18429565429688,76.12052917480469,85.34330749511719
18,68.18429565429688,75.75668334960938,87.2390365600586
19,68.18429565429688,77.02992248535156,89.1250991821289
20,68.18429565429688,76.58602905273438,88.92569732666016
21,65.5235824584961,76.38381958007812,93.75585174560547
22,65.5235824584961,77.23297119140625,89.9585952758789
23,65.5235824584961,76.00727081298828,82.20466613769531
24,65.5235824584961,75.89061737060547,92.57379150390625
25,65.5235824584961,75.30775451660156,85.26380920410156
26,65.5235824584961,75.34125518798828,90.99504089355469
27,65.5235824584961,74.4710693359375,88.61679077148438
28,65.5235824584961,75.32865905761719,82.34500122070312
29,65.5235824584961,75.93609619140625,82.21987915039062
30,65.5235824584961,76.73233795166016,87.00862884521484
31,65.5235824584961,76.92314147949219,94.17520141601562
32,65.5235824584961,75.18141174316406,83.8401107788086
33,65.5235824584961,74.33097839355469,82.06741333007812
34,65.5235824584961,74.93494415283203,87.6275863647461
35,64.3802490234375,73.38204956054688,80.25325775146484
36,64.3802490234375,73.56861114501953,83.9370346069336
37,64.3802490234375,73.37525177001953,85.62980651855469
38,64.3802490234375,74.1083755493164,82.55928039550781
39,64.3802490234375,74.37115478515625,82.73202514648438
40,64.3802490234375,74.91275024414062,82.87897491455078
41,64.3802490234375,75.51211547851562,92.32869720458984
42,64.3802490234375,75.02327728271484,85.63990020751953
43,64.3802490234375,73.31901550292969,83.16632080078125
44,64.3802490234375,74.22329711914062,86.10359191894531
45,64.3802490234375,73.5731430053711,82.55105590820312
46,64.3802490234375,73.80492401123047,82.46715545654297
47,64.3802490234375,74.6009521484375,85.79176330566406
48,64.3802490234375,76.02944946289062,90.2401123046875
49,64.3802490234375,75.15278625488281,86.71867370605469
50,63.086692810058594,73.89136505126953,82.79151153564453
51,63.086692810058594,73.81893920898438,85.15900421142578
52,63.086692810058594,73.7015151977539,90.85269927978516
53,63.086692810058594,74.23542022705078,81.4837875366211
54,63.086692810058594,74.12014770507812,85.91328430175781
55,63.086692810058594,74.3541488647461,88.25203704833984
56,63.086692810058594,73.16958618164062,83.74847412109375
57,63.086692810058594,74.6275405883789,84.95850372314453
58,63.086692810058594,74.56291961669922,84.64311218261719
59,63.086692810058594,74.94636535644531,84.15321350097656
60,63.086692810058594,74.76802062988281,85.64894104003906
61,63.086692810058594,75.0750503540039,87.63599395751953
62,63.086692810058594,75.47758483886719,83.36571502685547
63,63.086692810058594,78.18413543701172,97.53742218017578
64,63.086692810058594,76.30419158935547,88.36100769042969
65,63.086692810058594,75.66624450683594,87.28457641601562
66,63.086692810058594,74.58039093017578,88.2749252319336
67,63.086692810058594,73.63317108154297,84.4983901977539
68,63.086692810058594,73.94874572753906,88.85031127929688
69,63.086692810058594,74.20152282714844,88.00582885742188
70,63.086692810058594,74.134521484375,88.8266830444336
71,63.086692810058594,73.40684509277344,85.5528793334961
72,63.086692810058594,73.7330093383789,86.61225891113281
73,63.086692810058594,74.4959487915039,88.9750747680664
74,63.086692810058594,74.84161376953125,86.65350341796875
75,63.086692810058594,76.03496551513672,87.37091064453125
76,63.086692810058594,75.40547180175781,87.79246520996094
77,63.086692810058594,75.07183837890625,86.91460418701172
78,63.086692810058594,75.25447082519531,82.09534454345703
79,63.086692810058594,75.73285675048828,84.57994842529297
80,63.086692810058594,76.06253814697266,87.17546081542969
81,63.086692810058594,75.5201187133789,88.89209747314453
82,63.086692810058594,75.41338348388672,90.52870178222656
83,63.086692810058594,74.8615951538086,91.99930572509766
84,63.086692810058594,75.35900115966797,87.09427642822266
85,63.086692810058594,74.18070983886719,84.43496704101562
86,63.086692810058594,73.8168716430664,83.6059341430664
87,63.086692810058594,73.23002624511719,85.12237548828125
88,63.086692810058594,73.97342681884766,101.43718719482422
89,63.086692810058594,74.2240982055664,84.4631576538086
90,63.086692810058594,74.50304412841797,81.59091186523438
91,63.086692810058594,76.10700988769531,90.62755584716797
92,63.086692810058594,76.57088470458984,92.95236206054688
