generation,best_fitness,avg_fitness,worst_fitness
1,70.36883544921875,78.39601135253906,91.47106170654297
2,70.36883544921875,78.41972351074219,87.90576171875
3,68.62705993652344,77.86614990234375,88.6277847290039
4,68.62705993652344,77.20111083984375,86.18800354003906
5,67.04743957519531,76.3640365600586,88.93267059326172
6,66.62979888916016,77.23855590820312,89.09657287597656
7,66.62979888916016,78.16676330566406,92.43080139160156
8,66.62979888916016,76.36029052734375,89.49490356445312
9,63.73456954956055,75.32754516601562,89.45093536376953
10,63.73456954956055,74.30379486083984,80.96318817138672
11,63.73456954956055,73.393310546875,86.8589859008789
12,63.73456954956055,71.61026763916016,79.3681411743164
13,63.73456954956055,69.77676391601562,78.40626525878906
14,63.66487121582031,68.96607971191406,75.90739440917969
15,63.66487121582031,68.52963256835938,76.59180450439453
16,63.66487121582031,68.58321380615234,78.27046203613281
17,63.66487121582031,68.9621353149414,80.89238739013672
18,62.8205680847168,68.68827819824219,81.11540222167969
19,62.51102066040039,68.41371154785156,83.238525390625
20,62.51102066040039,66.50153350830078,75.16798400878906
21,62.25895690917969,66.6954574584961,75.70996856689453
22,62.25895690917969,66.93962097167969,77.64228057861328
23,60.59737014770508,66.50469970703125,76.74409484863281
24,60.19937515258789,65.80602264404297,73.28775787353516
25,60.19937515258789,65.06838989257812,70.48652648925781
26,59.507423400878906,65.53526306152344,84.5228500366211
27,59.507423400878906,65.23754119873047,74.46009826660156
28,59.507423400878906,65.32513427734375,73.39949035644531
29,59.32400131225586,64.55823516845703,76.61817932128906
30,59.32400131225586,63.68730163574219,70.56465911865234
31,59.32400131225586,63.65907287597656,75.13044738769531
32,59.32400131225586,63.944339752197266,76.04226684570312
33,59.32400131225586,64.11762237548828,74.1818618774414
34,59.32400131225586,63.80116653442383,76.57965087890625
35,59.30173110961914,63.39271545410156,72.6966781616211
36,58.87010955810547,64.14637756347656,75.02613830566406
37,58.87010955810547,63.592681884765625,73.95115661621094
38,58.87010955810547,63.16765594482422,70.79106140136719
39,58.87010955810547,62.60459899902344,70.22602844238281
40,58.44712448120117,62.61360168457031,80.3309326171875
41,58.289058685302734,62.15480041503906,69.72907257080078
42,57.95395278930664,61.91481399536133,69.24967193603516
