generation,best_fitness,avg_fitness,worst_fitness
1,69.91239929199219,78.9395980834961,89.85862731933594
2,69.5997543334961,78.23490142822266,87.43577575683594
3,68.83258819580078,79.37579345703125,87.22929382324219
4,69.08177185058594,80.3413314819336,88.52182006835938
5,68.56517791748047,80.57921600341797,89.3578872680664
6,72.39246368408203,80.42622375488281,88.42483520507812
7,73.45294189453125,80.32479095458984,88.55133056640625
8,74.82049560546875,81.0859603881836,92.72940063476562
9,73.5922622680664,81.13900756835938,94.33982849121094
10,71.76860809326172,79.98165130615234,92.05728912353516
11,70.0905532836914,79.9966812133789,92.4837646484375
12,69.57450866699219,80.3451156616211,90.92875671386719
13,72.29532623291016,80.4217529296875,99.98858642578125
14,68.50738525390625,79.05879974365234,90.52528381347656
15,69.87427520751953,78.7203140258789,85.80589294433594
16,70.29894256591797,79.87493133544922,93.14973449707031
17,70.44973754882812,78.52127075195312,87.86461639404297
18,70.87294006347656,77.55292510986328,84.58248138427734
19,70.87743377685547,77.39151000976562,86.11825561523438
20,69.77632141113281,76.92181396484375,87.99172973632812
21,70.91371154785156,76.75607299804688,83.1376724243164
22,69.4442367553711,75.77520751953125,83.52828216552734
23,68.5815200805664,76.52058410644531,84.47992706298828
24,67.05949401855469,76.35533905029297,87.72750091552734
25,68.3414535522461,75.01351928710938,85.09992980957031
26,68.14152526855469,74.98641204833984,86.27883911132812
27,68.4652328491211,73.7392349243164,91.19977569580078
28,68.19900512695312,73.6204605102539,89.34783935546875
29,65.80986785888672,73.71170043945312,80.15644836425781
30,67.03533935546875,73.32870483398438,81.06766510009766
31,66.49053955078125,73.0230484008789,83.475341796875
32,67.47238159179688,73.44002532958984,81.41754150390625
33,68.85745239257812,74.14314270019531,85.94278717041016
34,65.91947937011719,73.20523071289062,82.7779541015625
35,66.99823760986328,72.82190704345703,82.664306640625
36,67.4175033569336,73.59488677978516,87.0049819946289
37,67.7654037475586,73.76604461669922,81.89335632324219
38,68.67060089111328,74.09310913085938,84.3333740234375
39,67.79237365722656,72.83210754394531,81.48011779785156
40,67.25375366210938,72.50382995605469,84.23455810546875
41,66.26542663574219,72.3664321899414,81.04032897949219
42,64.2402572631836,71.62210083007812,84.77928924560547
43,64.42172241210938,71.4345932006836,82.8212890625
44,65.95429992675781,71.4435043334961,82.6025619506836
45,65.9775619506836,71.58692932128906,85.36859893798828
46,66.30902862548828,72.18399810791016,86.09622192382812
47,65.09336853027344,71.86479949951172,84.58194732666016
48,66.08418273925781,72.25999450683594,80.33147430419922
49,64.22437286376953,72.11590576171875,84.72884368896484
50,65.243896484375,72.54338073730469,86.58909606933594
51,66.09507751464844,72.36478424072266,83.63333892822266
52,64.81622314453125,71.32098388671875,83.21717071533203
53,65.93834686279297,71.38646697998047,82.94042205810547
54,65.0243911743164,70.341796875,75.74527740478516
55,65.65470123291016,70.22855377197266,76.18192291259766
56,67.4051513671875,71.4474105834961,77.90819549560547
57,66.07068634033203,71.44876861572266,81.8512954711914
58,63.82789993286133,71.16505432128906,81.11477661132812
59,64.794189453125,70.49596405029297,76.30626678466797
60,65.45425415039062,70.58100891113281,76.76799011230469
61,64.67144012451172,70.60726165771484,79.08478546142578
62,65.26263427734375,70.09317779541016,84.76524353027344
63,63.653350830078125,69.84818267822266,76.80078887939453
64,65.08399963378906,69.69679260253906,79.87982177734375
65,63.470951080322266,69.32743072509766,79.77403259277344
66,63.86444854736328,69.84032440185547,77.99944305419922
67,63.605167388916016,69.50143432617188,78.7868423461914
68,63.97892379760742,70.04296875,82.98145294189453
69,63.842987060546875,69.51367950439453,82.25650024414062
70,63.30308151245117,69.55941772460938,79.03815460205078
71,62.594722747802734,69.64546203613281,78.6025161743164
72,64.18708038330078,69.84857177734375,82.40276336669922
73,62.42470932006836,68.7674331665039,75.45957946777344
74,62.08639907836914,68.92559814453125,77.94343566894531
75,64.88713836669922,69.14254760742188,81.73281860351562
76,64.1506576538086,68.64187622070312,77.88896179199219
77,64.38809204101562,68.7296142578125,79.37313842773438
78,63.706520080566406,68.16435241699219,76.62166595458984
79,63.05915451049805,68.8590316772461,77.8982162475586
80,64.99212646484375,69.75309753417969,80.23126220703125
81,63.94895935058594,69.81774139404297,79.11719512939453
82,63.8360710144043,69.204833984375,77.68326568603516
83,62.5713005065918,68.9912338256836,78.93727111816406
84,64.52863311767578,69.099609375,83.9417495727539
85,65.21542358398438,69.44601440429688,76.50996398925781
86,62.964622497558594,69.56207275390625,81.9478759765625
87,62.57621383666992,68.80349731445312,80.60970306396484
88,62.940155029296875,68.31968688964844,76.51305389404297
89,61.85884094238281,67.91960144042969,75.19757843017578
90,63.346153259277344,68.49198913574219,75.60870361328125
91,63.95481491088867,68.69233703613281,82.72158813476562
92,63.00751495361328,68.56123352050781,81.90477752685547
93,59.91256332397461,67.53263092041016,77.61100769042969
94,61.163604736328125,67.83228302001953,75.24929809570312
95,62.36894989013672,68.35942840576172,78.62158203125
96,62.47907257080078,69.14923095703125,78.68118286132812
97,62.04862976074219,68.79116821289062,79.53472137451172
98,61.94932174682617,68.07083892822266,84.47586822509766
99,61.814170837402344,67.51388549804688,75.00965881347656
100,61.1239013671875,68.53262329101562,78.9076919555664
101,62.162227630615234,68.54315185546875,81.09786224365234
102,61.907814025878906,68.50662994384766,77.10111236572266
103,62.76359176635742,69.49949645996094,78.66490936279297
104,62.83244323730469,69.31038665771484,79.38518524169922
105,60.870872497558594,68.9196548461914,81.94146728515625
106,60.64356231689453,68.41249084472656,77.30447387695312
107,61.26652145385742,67.4363021850586,80.13784790039062
108,60.90232849121094,66.82025909423828,77.23596954345703
109,61.41032028198242,66.49808502197266,80.32990264892578
110,61.094295501708984,66.37884521484375,74.76111602783203
111,60.80644989013672,66.73182678222656,74.9719009399414
112,61.40692138671875,68.00019836425781,80.91232299804688
113,62.67774200439453,68.47266387939453,76.35960388183594
114,60.792118072509766,67.9123306274414,76.16293334960938
115,61.61695098876953,68.22335815429688,79.48389434814453
116,61.43151092529297,69.5223617553711,79.59615325927734
117,63.12704849243164,69.00989532470703,76.56019592285156
118,61.71269226074219,68.7327651977539,80.27554321289062
119,62.641700744628906,68.41729736328125,79.06194305419922
120,62.635536193847656,67.8768310546875,76.0859146118164
121,62.2083625793457,67.41370391845703,75.21355438232422
122,62.03903579711914,67.7325210571289,76.56171417236328
